concepts,image_paths,sentences,start,end
taste,stimuli/images/Taste/taste_1.jpg,She thought the hot chocolate had a rich taste. ,41,46
taste,stimuli/images/Taste/taste_2.jpg,The spicy taste lingered in her mouth.,10,15
taste,stimuli/images/Taste/taste_3.jpg,The taste of the margarita had a slight zing.,4,9
taste,stimuli/images/Taste/taste_4.jpg,Her delicate palate reacted strongly to the taste of the unfamiliar fruit. ,44,49
taste,stimuli/images/Taste/taste_5.jpg,The distinctive taste of the cereal did not please him.,16,21
taste,stimuli/images/Taste/taste_6.jpg,She enjoyed the aroma and taste of the mousse.,26,31
team,stimuli/images/Team/team_1.jpg,The team won yet another game.,4,8
team,stimuli/images/Team/team_2.jpg,The team set a new record. ,4,8
team,stimuli/images/Team/team_3.jpg,The team was in the lead at halftime.,4,8
team,stimuli/images/Team/team_4.jpg,The entering freshman dominated the team.,36,40
team,stimuli/images/Team/team_5.jpg,The prospect of playing with the team made him happy.,33,37
team,stimuli/images/Team/team_6.jpg,The team lineup was daunting ,4,8
texture,stimuli/images/Texture/texture_1.jpg,The rough texture of the table was surprising.,10,17
texture,stimuli/images/Texture/texture_2.jpg,The weird-looking cake had a yucky texture.,35,42
texture,stimuli/images/Texture/texture_3.jpg,The jellylike texture of the milk meant it had gone bad.,14,21
texture,stimuli/images/Texture/texture_4.jpg,The couch cushion had a plushy texture. ,31,38
texture,stimuli/images/Texture/texture_5.jpg,His skin had gotten a leathery texture over the years.,31,38
texture,stimuli/images/Texture/texture_6.jpg,The sticky texture of the floor was disgusting. ,11,18
time,stimuli/images/Time/time_1.jpg,It had seemed like he had so much time the night before.,34,38
time,stimuli/images/Time/time_2.jpg,The days go quicker with time.,25,29
time,stimuli/images/Time/time_3.jpg,They had to reschedule the meeting for a later time.,47,51
time,stimuli/images/Time/time_4.jpg,He missed the time of the deadline.,14,18
time,stimuli/images/Time/time_5.jpg,The calendar didn't have enough space to write in the time. ,54,58
time,stimuli/images/Time/time_6.jpg,Tomorrow is a better time for her. ,21,25
tool,stimuli/images/Tool/tool_1.jpg,The tool he needed most right now was a saw.,4,8
tool,stimuli/images/Tool/tool_2.jpg,The machine seemed a bit excessive in the tool shed.  ,42,46
tool,stimuli/images/Tool/tool_3.jpg,The most useful tool in the office is a stapler. ,16,20
tool,stimuli/images/Tool/tool_4.jpg,The switchblade is a dangerous tool to carry around.,31,35
tool,stimuli/images/Tool/tool_5.jpg,The shears did not work as well as the tool shop advertised.,39,43
tool,stimuli/images/Tool/tool_6.jpg,The best tool for crushing has yet to be determined. ,9,13
toy,stimuli/images/Toy/toy_1.jpg,The toy was so cute.,4,7
toy,stimuli/images/Toy/toy_2.jpg,That doll is the perfect toy for her. ,25,28
toy,stimuli/images/Toy/toy_3.jpg,The toy was jumbo sized. ,4,7
toy,stimuli/images/Toy/toy_4.jpg,The toy became a figment of her imagination.,4,7
toy,stimuli/images/Toy/toy_5.jpg,The water toy was inflatable. ,10,13
toy,stimuli/images/Toy/toy_6.jpg,The dinky toy kept the cat preoccupied. ,10,13
tree,stimuli/images/Tree/tree_1.jpg,The apple tree bore fruit in the spring.,10,14
tree,stimuli/images/Tree/tree_2.jpg,The orange tree provided bountiful produce.,11,15
tree,stimuli/images/Tree/tree_3.jpg,The tree smelled like spearmint.,4,8
tree,stimuli/images/Tree/tree_4.jpg,The sandalwood tree is yellow.,15,19
tree,stimuli/images/Tree/tree_5.jpg,A hemlock is a kind of tree. ,23,27
tree,stimuli/images/Tree/tree_6.jpg,The twig broke off of the tree. ,26,30
trial,stimuli/images/Trial/trial_1.jpg,The case finally went to trial. ,25,30
trial,stimuli/images/Trial/trial_2.jpg,The lawyer meditated before the trial.,32,37
trial,stimuli/images/Trial/trial_3.jpg,A decision would be made today during the trial. ,42,47
trial,stimuli/images/Trial/trial_4.jpg,The defendant in the trial got nervous.,21,26
trial,stimuli/images/Trial/trial_5.jpg,The juror felt forced to take part in the trial. ,42,47
trial,stimuli/images/Trial/trial_6.jpg,The trial was a chance for the attorney to show his expertise. ,4,9
tried,stimuli/images/Tried/tried_1.jpg,He tried again later.,3,8
tried,stimuli/images/Tried/tried_2.jpg,Soon afterwards she tried to call him. ,20,25
tried,stimuli/images/Tried/tried_3.jpg,He corrected the mistake and fortunately tried again.,41,46
tried,stimuli/images/Tried/tried_4.jpg,"He tried to close the door, this time forcibly.",3,8
tried,stimuli/images/Tried/tried_5.jpg,She hurriedly tried to run after the cat. ,14,19
tried,stimuli/images/Tried/tried_6.jpg,He abandoned the endeavor after she tried and failed. ,36,41
typical,stimuli/images/Typical/typical_1.jpg,It is typical for her to get bored in lecture and rely on his notes. ,6,13
typical,stimuli/images/Typical/typical_2.jpg,It was actually quite peculiar and not typical for him to act out like that.,39,46
typical,stimuli/images/Typical/typical_3.jpg,"Regardless of the situation, it is typical for her to call him out. ",35,42
typical,stimuli/images/Typical/typical_4.jpg,She assumed that this kind of weather was typical for the city.,42,49
typical,stimuli/images/Typical/typical_5.jpg,"He preferred the typical, conventional kind of pants. ",17,24
typical,stimuli/images/Typical/typical_6.jpg,She was accustomed to a more typical kind of interaction. ,29,36
unaware,stimuli/images/Unaware/unaware_1.jpg,She was unaware of how oblivious he really was.,8,15
unaware,stimuli/images/Unaware/unaware_2.jpg,"She was unashamed of her status, perhaps because she was unaware of it.",57,64
unaware,stimuli/images/Unaware/unaware_3.jpg,"Unprejudiced and unaware, she went full throttle. ",17,24
unaware,stimuli/images/Unaware/unaware_4.jpg,"Inarticulate and unaware of current issues, he makes a terrible candidate. ",17,24
unaware,stimuli/images/Unaware/unaware_5.jpg,He was unaware of how uninterested she was. ,7,14
unaware,stimuli/images/Unaware/unaware_6.jpg,He was unaware and unequipped for the gravity of the situation. ,7,14
usable,stimuli/images/Usable/usable_1.jpg,The writing was barely usable and hardly publishable.,23,29
usable,stimuli/images/Usable/usable_2.jpg,"More importantly, not only was the design usable, but reproducible. ",42,48
usable,stimuli/images/Usable/usable_3.jpg,"At least, the product was usable and distinguishable. ",26,32
usable,stimuli/images/Usable/usable_4.jpg,The microwave is recognizably usable for the average citizen.,30,36
usable,stimuli/images/Usable/usable_5.jpg,It won't be marketable until it is universally usable. ,47,53
usable,stimuli/images/Usable/usable_6.jpg,The usable parts are all salvageable. ,4,10
useless,stimuli/images/Useless/useless_1.jpg,It was frustrating how useless calling Customer Service was.,23,30
useless,stimuli/images/Useless/useless_2.jpg,The useless task was just busywork.,4,11
useless,stimuli/images/Useless/useless_3.jpg,She found it irritating how useless his presentation was.,28,35
useless,stimuli/images/Useless/useless_4.jpg,The trip was agonizing and quite useless. ,33,40
useless,stimuli/images/Useless/useless_5.jpg,The grueling process turned out to be useless.,38,45
useless,stimuli/images/Useless/useless_6.jpg,The excruciating demands at work made her feel useless. ,47,54
vacation,stimuli/images/Vacation/vacation_1.jpg,The vacation started with a perfect sunset.,4,12
vacation,stimuli/images/Vacation/vacation_2.jpg,The rest of her vacation was super relaxed.,16,24
vacation,stimuli/images/Vacation/vacation_3.jpg,There's nothing like vacation in paradise.,21,29
vacation,stimuli/images/Vacation/vacation_4.jpg,The vacation in Hawaii proved to be a luxury.,4,12
vacation,stimuli/images/Vacation/vacation_5.jpg,"She enjoyed being on vacation, a hideaway from home. ",21,29
vacation,stimuli/images/Vacation/vacation_6.jpg,"For their honeymoon, they had a vacation in France. ",32,40
war,stimuli/images/War/war_1.jpg,The army was willing to lose the war. ,33,36
war,stimuli/images/War/war_2.jpg,The camp is not safe from the war. ,30,33
war,stimuli/images/War/war_3.jpg,The soldier was sent to war. ,24,27
war,stimuli/images/War/war_4.jpg,He did not want to know of any casualty of the war. ,47,50
war,stimuli/images/War/war_5.jpg,I don't know how you could rebel against a war. ,43,46
war,stimuli/images/War/war_6.jpg,The battlefield of the war expanded quickly. ,23,26
wash,stimuli/images/Wash/wash_1.jpg,"You can wash the counter as much as you'd like, it'll never be sterile.",8,12
wash,stimuli/images/Wash/wash_2.jpg,The dishwasher can wash all the dishes.,32,38
wash,stimuli/images/Wash/wash_3.jpg,He liked to wash himself with bar soap more. ,12,16
wash,stimuli/images/Wash/wash_4.jpg,"After she could wash herself, she finally felt clean.",16,20
wash,stimuli/images/Wash/wash_5.jpg,You have to wash your laundry before you can go. ,12,16
wash,stimuli/images/Wash/wash_6.jpg,The maid was asked to wash the floor. ,22,26
weak,stimuli/images/Weak/weak_1.jpg,She felt crummy and weak after the class.,20,24
weak,stimuli/images/Weak/weak_2.jpg,The competition left her feeling weak and mediocre. ,33,37
weak,stimuli/images/Weak/weak_3.jpg,He saw himself as weak and unattractive. ,18,22
weak,stimuli/images/Weak/weak_4.jpg,The project had a weak foundation and overall was poorly managed.,18,22
weak,stimuli/images/Weak/weak_5.jpg,The dismal building looked weak in the wind.,27,31
weak,stimuli/images/Weak/weak_6.jpg,His pitch was weak and generally amateurish.  ,14,18
wear,stimuli/images/Wear/wear_1.jpg,She wanted to wear a dress tonight. ,14,18
wear,stimuli/images/Wear/wear_2.jpg,When you wear silk you have to be careful.,9,13
wear,stimuli/images/Wear/wear_3.jpg,I want to wear a handkerchief tonight.,10,14
wear,stimuli/images/Wear/wear_4.jpg,I can't wear something unbuttoned to meet his parents.,8,12
wear,stimuli/images/Wear/wear_5.jpg,"If you wear bloomers one more time, I'll scream.",7,11
wear,stimuli/images/Wear/wear_6.jpg,I like to wear sheath-like material. ,10,14
weather,stimuli/images/Weather/weather_1.jpg,The cold weather almost ruined the trip.,9,16
weather,stimuli/images/Weather/weather_2.jpg,Summer weather brightens everyone's mood.,7,14
weather,stimuli/images/Weather/weather_3.jpg,The weather in autumn is bearable. ,4,11
weather,stimuli/images/Weather/weather_4.jpg,The weather report did not predict the blizzard.,4,11
weather,stimuli/images/Weather/weather_5.jpg,The monsoon was typical of New Delhi weather. ,37,44
weather,stimuli/images/Weather/weather_6.jpg,The balmy weather was good for their skin. ,10,17
willingly,stimuli/images/Willingly/willingly_1.jpg,"Not only did he willingly pick her up, he was happy to do so.",16,25
willingly,stimuli/images/Willingly/willingly_2.jpg,She willingly listened as he complained incessantly. ,4,13
willingly,stimuli/images/Willingly/willingly_3.jpg,"Against all odds, he willingly and earnestly committed the crime.",21,30
willingly,stimuli/images/Willingly/willingly_4.jpg,She answered the prosecutor's questions openly and willingly.,51,60
willingly,stimuli/images/Willingly/willingly_5.jpg,She fiercely defended him as he willingly took the blame. ,32,41
willingly,stimuli/images/Willingly/willingly_6.jpg,The interviewer consistently attacked him as he willingly obliged. ,48,57
word,stimuli/images/Word/word_1.jpg,She used the correct word on first try.,21,25
word,stimuli/images/Word/word_2.jpg,The sentence was missing a word.,27,31
word,stimuli/images/Word/word_3.jpg,Her nickname is a word commonly used to describe goats.,18,22
word,stimuli/images/Word/word_4.jpg,That word is difficult to pronounce.,5,9
word,stimuli/images/Word/word_5.jpg,The spelling of the word makes no sense.,20,24
word,stimuli/images/Word/word_6.jpg,I can't seem to translate that word. ,31,35
