concept_id,concept_name,concreteness_rating,Pereira_image_paths,Pereira_sentences
164,tool,4.6,"['stimuli/images/Tool/tool_1.jpg', 'stimuli/images/Tool/tool_2.jpg', 'stimuli/images/Tool/tool_3.jpg', 'stimuli/images/Tool/tool_4.jpg', 'stimuli/images/Tool/tool_5.jpg', 'stimuli/images/Tool/tool_6.jpg']","['The tool he needed most right now was a saw.', 'The machine seemed a bit excessive in the tool shed.  ', 'The most useful tool in the office is a stapler. ', 'The switchblade is a dangerous tool to carry around.', 'The shears did not work as well as the tool shop advertised.', 'The best tool for crushing has yet to be determined. ']"
165,toy,4.93,"['stimuli/images/Toy/toy_1.jpg', 'stimuli/images/Toy/toy_2.jpg', 'stimuli/images/Toy/toy_3.jpg', 'stimuli/images/Toy/toy_4.jpg', 'stimuli/images/Toy/toy_5.jpg', 'stimuli/images/Toy/toy_6.jpg']","['The toy was so cute.', 'That doll is the perfect toy for her. ', 'The toy was jumbo sized. ', 'The toy became a figment of her imagination.', 'The water toy was inflatable. ', 'The dinky toy kept the cat preoccupied. ']"
166,tree,5.0,"['stimuli/images/Tree/tree_1.jpg', 'stimuli/images/Tree/tree_2.jpg', 'stimuli/images/Tree/tree_3.jpg', 'stimuli/images/Tree/tree_4.jpg', 'stimuli/images/Tree/tree_5.jpg', 'stimuli/images/Tree/tree_6.jpg']","['The apple tree bore fruit in the spring.', 'The orange tree provided bountiful produce.', 'The tree smelled like spearmint.', 'The sandalwood tree is yellow.', 'A hemlock is a kind of tree. ', 'The twig broke off of the tree. ']"
167,trial,3.07,"['stimuli/images/Trial/trial_1.jpg', 'stimuli/images/Trial/trial_2.jpg', 'stimuli/images/Trial/trial_3.jpg', 'stimuli/images/Trial/trial_4.jpg', 'stimuli/images/Trial/trial_5.jpg', 'stimuli/images/Trial/trial_6.jpg']","['The case finally went to trial. ', 'The lawyer meditated before the trial.', 'A decision would be made today during the trial. ', 'The defendant in the trial got nervous.', 'The juror felt forced to take part in the trial. ', 'The trial was a chance for the attorney to show his expertise. ']"
168,tried,2.07,"['stimuli/images/Tried/tried_1.jpg', 'stimuli/images/Tried/tried_2.jpg', 'stimuli/images/Tried/tried_3.jpg', 'stimuli/images/Tried/tried_4.jpg', 'stimuli/images/Tried/tried_5.jpg', 'stimuli/images/Tried/tried_6.jpg']","['He tried again later.', 'Soon afterwards she tried to call him. ', 'He corrected the mistake and fortunately tried again.', 'He tried to close the door, this time forcibly.', 'She hurriedly tried to run after the cat. ', 'He abandoned the endeavor after she tried and failed. ']"
169,typical,1.52,"['stimuli/images/Typical/typical_1.jpg', 'stimuli/images/Typical/typical_2.jpg', 'stimuli/images/Typical/typical_3.jpg', 'stimuli/images/Typical/typical_4.jpg', 'stimuli/images/Typical/typical_5.jpg', 'stimuli/images/Typical/typical_6.jpg']","['It is typical for her to get bored in lecture and rely on his notes. ', 'It was actually quite peculiar and not typical for him to act out like that.', 'Regardless of the situation, it is typical for her to call him out. ', 'She assumed that this kind of weather was typical for the city.', 'He preferred the typical, conventional kind of pants. ', 'She was accustomed to a more typical kind of interaction. ']"
170,unaware,1.75,"['stimuli/images/Unaware/unaware_1.jpg', 'stimuli/images/Unaware/unaware_2.jpg', 'stimuli/images/Unaware/unaware_3.jpg', 'stimuli/images/Unaware/unaware_4.jpg', 'stimuli/images/Unaware/unaware_5.jpg', 'stimuli/images/Unaware/unaware_6.jpg']","['She was unaware of how oblivious he really was.', 'She was unashamed of her status, perhaps because she was unaware of it.', 'Unprejudiced and unaware, she went full throttle. ', 'Inarticulate and unaware of current issues, he makes a terrible candidate. ', 'He was unaware of how uninterested she was. ', 'He was unaware and unequipped for the gravity of the situation. ']"
171,usable,2.0,"['stimuli/images/Usable/usable_1.jpg', 'stimuli/images/Usable/usable_2.jpg', 'stimuli/images/Usable/usable_3.jpg', 'stimuli/images/Usable/usable_4.jpg', 'stimuli/images/Usable/usable_5.jpg', 'stimuli/images/Usable/usable_6.jpg']","['The writing was barely usable and hardly publishable.', 'More importantly, not only was the design usable, but reproducible. ', 'At least, the product was usable and distinguishable. ', 'The microwave is recognizably usable for the average citizen.', ""It won't be marketable until it is universally usable. "", 'The usable parts are all salvageable. ']"
172,useless,1.78,"['stimuli/images/Useless/useless_1.jpg', 'stimuli/images/Useless/useless_2.jpg', 'stimuli/images/Useless/useless_3.jpg', 'stimuli/images/Useless/useless_4.jpg', 'stimuli/images/Useless/useless_5.jpg', 'stimuli/images/Useless/useless_6.jpg']","['It was frustrating how useless calling Customer Service was.', 'The useless task was just busywork.', 'She found it irritating how useless his presentation was.', 'The trip was agonizing and quite useless. ', 'The grueling process turned out to be useless.', 'The excruciating demands at work made her feel useless. ']"
173,vacation,3.14,"['stimuli/images/Vacation/vacation_1.jpg', 'stimuli/images/Vacation/vacation_2.jpg', 'stimuli/images/Vacation/vacation_3.jpg', 'stimuli/images/Vacation/vacation_4.jpg', 'stimuli/images/Vacation/vacation_5.jpg', 'stimuli/images/Vacation/vacation_6.jpg']","['The vacation started with a perfect sunset.', 'The rest of her vacation was super relaxed.', ""There's nothing like vacation in paradise."", 'The vacation in Hawaii proved to be a luxury.', 'She enjoyed being on vacation, a hideaway from home. ', 'For their honeymoon, they had a vacation in France. ']"
174,war,3.63,"['stimuli/images/War/war_1.jpg', 'stimuli/images/War/war_2.jpg', 'stimuli/images/War/war_3.jpg', 'stimuli/images/War/war_4.jpg', 'stimuli/images/War/war_5.jpg', 'stimuli/images/War/war_6.jpg']","['The army was willing to lose the war. ', 'The camp is not safe from the war. ', 'The soldier was sent to war. ', 'He did not want to know of any casualty of the war. ', ""I don't know how you could rebel against a war. "", 'The battlefield of the war expanded quickly. ']"
175,wash,4.35,"['stimuli/images/Wash/wash_1.jpg', 'stimuli/images/Wash/wash_2.jpg', 'stimuli/images/Wash/wash_3.jpg', 'stimuli/images/Wash/wash_4.jpg', 'stimuli/images/Wash/wash_5.jpg', 'stimuli/images/Wash/wash_6.jpg']","[""You can wash the counter as much as you'd like, it'll never be sterile."", 'The dishwasher can wash all the dishes.', 'He liked to wash himself with bar soap more. ', 'After she could wash herself, she finally felt clean.', 'You have to wash your laundry before you can go. ', 'The maid was asked to wash the floor. ']"
176,weak,2.79,"['stimuli/images/Weak/weak_1.jpg', 'stimuli/images/Weak/weak_2.jpg', 'stimuli/images/Weak/weak_3.jpg', 'stimuli/images/Weak/weak_4.jpg', 'stimuli/images/Weak/weak_5.jpg', 'stimuli/images/Weak/weak_6.jpg']","['She felt crummy and weak after the class.', 'The competition left her feeling weak and mediocre. ', 'He saw himself as weak and unattractive. ', 'The project had a weak foundation and overall was poorly managed.', 'The dismal building looked weak in the wind.', 'His pitch was weak and generally amateurish.  ']"
177,wear,3.61,"['stimuli/images/Wear/wear_1.jpg', 'stimuli/images/Wear/wear_2.jpg', 'stimuli/images/Wear/wear_3.jpg', 'stimuli/images/Wear/wear_4.jpg', 'stimuli/images/Wear/wear_5.jpg', 'stimuli/images/Wear/wear_6.jpg']","['She wanted to wear a dress tonight. ', 'When you wear silk you have to be careful.', 'I want to wear a handkerchief tonight.', ""I can't wear something unbuttoned to meet his parents."", ""If you wear bloomers one more time, I'll scream."", 'I like to wear sheath-like material. ']"
178,weather,3.83,"['stimuli/images/Weather/weather_1.jpg', 'stimuli/images/Weather/weather_2.jpg', 'stimuli/images/Weather/weather_3.jpg', 'stimuli/images/Weather/weather_4.jpg', 'stimuli/images/Weather/weather_5.jpg', 'stimuli/images/Weather/weather_6.jpg']","['The cold weather almost ruined the trip.', ""Summer weather brightens everyone's mood."", 'The weather in autumn is bearable. ', 'The weather report did not predict the blizzard.', 'The monsoon was typical of New Delhi weather. ', 'The balmy weather was good for their skin. ']"
179,willingly,2.04,"['stimuli/images/Willingly/willingly_1.jpg', 'stimuli/images/Willingly/willingly_2.jpg', 'stimuli/images/Willingly/willingly_3.jpg', 'stimuli/images/Willingly/willingly_4.jpg', 'stimuli/images/Willingly/willingly_5.jpg', 'stimuli/images/Willingly/willingly_6.jpg']","['Not only did he willingly pick her up, he was happy to do so.', 'She willingly listened as he complained incessantly. ', 'Against all odds, he willingly and earnestly committed the crime.', ""She answered the prosecutor's questions openly and willingly."", 'She fiercely defended him as he willingly took the blame. ', 'The interviewer consistently attacked him as he willingly obliged. ']"
180,word,3.56,"['stimuli/images/Word/word_1.jpg', 'stimuli/images/Word/word_2.jpg', 'stimuli/images/Word/word_3.jpg', 'stimuli/images/Word/word_4.jpg', 'stimuli/images/Word/word_5.jpg', 'stimuli/images/Word/word_6.jpg']","['She used the correct word on first try.', 'The sentence was missing a word.', 'Her nickname is a word commonly used to describe goats.', 'That word is difficult to pronounce.', 'The spelling of the word makes no sense.', ""I can't seem to translate that word. ""]"
